card_id	review_time	review_rating	review_state	review_duration	review_date	real_days	delta_t	i	t_history	r_history	y
1168660.0	-2147483648	3	1.0	5.0	2022-07-31 15:26:10+02:00	2459791.5	5	2	0	3	1
1168660.0	-2147483648	3	1.0	5.0	2022-08-14 18:27:49+02:00	2459805.5	14	3	0,5	3,3	1
1168660.0	-2147483648	3	1.0	5.0	2022-10-03 00:46:17+02:00	2459854.5	49	4	0,5,14	3,3,3	1
1168660.0	-2147483648	1	1.0	5.0	2023-03-16 17:49:22+01:00	2460019.5	165	5	0,5,14,49	3,3,3,3	0
1168660.0	-2147483648	3	1.0	5.0	2023-03-28 20:01:04+02:00	2460031.5	12	6	0,5,14,49,165	3,3,3,3,1	1
1168660.0	-2147483648	3	1.0	5.0	2023-04-29 00:49:40+02:00	2460062.5	31	7	0,5,14,49,165,12	3,3,3,3,1,3	1
1168660.0	-2147483648	2	1.0	5.0	2023-07-20 12:58:33+02:00	2460145.5	83	8	0,5,14,49,165,12,31	3,3,3,3,1,3,3	1
1168660.0	-2147483648	1	1.0	5.0	2023-11-29 16:51:02+01:00	2460277.5	132	9	0,5,14,49,165,12,31,83	3,3,3,3,1,3,3,2	0
1168870.0	-2147483648	3	1.0	5.0	2023-03-03 04:52:05+01:00	2460006.5	0	1			1
1168870.0	-2147483648	1	1.0	5.0	2023-03-11 21:35:52+01:00	2460014.5	8	2	0	3	0
1168870.0	-2147483648	3	1.0	5.0	2023-03-16 18:09:30+01:00	2460019.5	5	3	0,8	3,1	1
1168870.0	-2147483648	3	1.0	5.0	2023-03-30 01:55:46+02:00	2460033.5	14	4	0,8,5	3,1,3	1
1168870.0	-2147483648	3	1.0	5.0	2023-05-04 02:13:39+02:00	2460068.5	35	5	0,8,5,14	3,1,3,3	1
1168870.0	-2147483648	3	1.0	5.0	2023-08-01 07:07:51+02:00	2460157.5	89	6	0,8,5,14,35	3,1,3,3,3	1
1168910.0	-2147483648	3	1.0	5.0	2023-07-10 00:59:23+02:00	2460134.5	0	1			1
1168910.0	-2147483648	3	1.0	5.0	2023-07-19 02:00:28+02:00	2460144.5	10	2	0	3	1
1168910.0	-2147483648	3	1.0	5.0	2023-08-19 19:45:23+02:00	2460175.5	31	3	0,10	3,3	1
1168910.0	-2147483648	3	1.0	5.0	2023-12-03 19:07:14+01:00	2460281.5	106	4	0,10,31	3,3,3	1
1168960.0	-2147483648	1	1.0	5.0	2023-02-23 03:00:37+01:00	2459998.5	0	1			0
1168960.0	-2147483648	3	1.0	5.0	2023-02-25 23:28:33+01:00	2460000.5	2	2	0	1	1
1168960.0	-2147483648	3	1.0	5.0	2023-03-08 02:37:40+01:00	2460011.5	11	3	0,2	1,3	1
1168960.0	-2147483648	2	1.0	5.0	2023-04-12 02:27:38+02:00	2460046.5	35	4	0,2,11	1,3,3	1
1168960.0	-2147483648	1	1.0	5.0	2023-06-15 15:57:32+02:00	2460110.5	64	5	0,2,11,35	1,3,3,2	0
1168960.0	-2147483648	3	1.0	5.0	2023-06-26 20:18:44+02:00	2460121.5	11	6	0,2,11,35,64	1,3,3,2,1	1
1168960.0	-2147483648	1	1.0	5.0	2023-07-30 02:47:59+02:00	2460155.5	34	7	0,2,11,35,64,11	1,3,3,2,1,3	0
1168960.0	-2147483648	3	1.0	5.0	2023-08-04 10:45:47+02:00	2460160.5	5	8	0,2,11,35,64,11,34	1,3,3,2,1,3,1	1
1168960.0	-2147483648	1	1.0	5.0	2023-08-27 01:12:34+02:00	2460183.5	23	9	0,2,11,35,64,11,34,5	1,3,3,2,1,3,1,3	0
1168960.0	-2147483648	3	1.0	5.0	2023-08-31 20:38:49+02:00	2460187.5	4	10	0,2,11,35,64,11,34,5,23	1,3,3,2,1,3,1,3,1	1
1168960.0	-2147483648	3	1.0	5.0	2023-09-13 22:27:31+02:00	2460200.5	13	11	0,2,11,35,64,11,34,5,23,4	1,3,3,2,1,3,1,3,1,3	1
1168960.0	-2147483648	2	1.0	5.0	2023-10-12 10:31:20+02:00	2460229.5	29	12	0,2,11,35,64,11,34,5,23,4,13	1,3,3,2,1,3,1,3,1,3,3	1
1168960.0	-2147483648	1	1.0	5.0	2023-11-25 19:53:17+01:00	2460273.5	44	13	0,2,11,35,64,11,34,5,23,4,13,29	1,3,3,2,1,3,1,3,1,3,3,2	0
1168960.0	-2147483648	3	1.0	5.0	2023-12-01 22:42:22+01:00	2460279.5	6	14	0,2,11,35,64,11,34,5,23,4,13,29,44	1,3,3,2,1,3,1,3,1,3,3,2,1	1
1169000.0	-2147483648	1	1.0	5.0	2022-09-28 16:59:04+02:00	2459850.5	0	1			0
1169000.0	-2147483648	3	1.0	5.0	2022-10-04 01:55:41+02:00	2459856.5	6	2	0	1	1
1169000.0	-2147483648	3	1.0	5.0	2022-10-05 01:34:58+02:00	2459857.5	1	3	0,6	1,3	1
1169000.0	-2147483648	1	1.0	5.0	2022-10-09 15:59:27+02:00	2459861.5	4	4	0,6,1	1,3,3	0
1169000.0	-2147483648	3	1.0	5.0	2022-10-29 06:06:02+02:00	2459881.5	20	5	0,6,1,4	1,3,3,1	1
1169000.0	-2147483648	1	1.0	5.0	2023-01-06 15:34:50+01:00	2459950.5	69	6	0,6,1,4,20	1,3,3,1,3	0
1169000.0	-2147483648	3	1.0	5.0	2023-01-20 00:32:11+01:00	2459963.5	13	7	0,6,1,4,20,69	1,3,3,1,3,1	1
1169000.0	-2147483648	1	1.0	5.0	2023-02-12 01:23:48+01:00	2459987.5	24	8	0,6,1,4,20,69,13	1,3,3,1,3,1,3	0
1169000.0	-2147483648	3	1.0	5.0	2023-02-18 19:07:29+01:00	2459993.5	6	9	0,6,1,4,20,69,13,24	1,3,3,1,3,1,3,1	1
1169000.0	-2147483648	3	1.0	5.0	2023-03-02 15:21:19+01:00	2460005.5	12	10	0,6,1,4,20,69,13,24,6	1,3,3,1,3,1,3,1,3	1
1169000.0	-2147483648	1	1.0	5.0	2023-03-25 23:01:48+01:00	2460028.5	23	11	0,6,1,4,20,69,13,24,6,12	1,3,3,1,3,1,3,1,3,3	0
1169000.0	-2147483648	3	1.0	5.0	2023-03-31 00:37:55+02:00	2460033.5	5	12	0,6,1,4,20,69,13,24,6,12,23	1,3,3,1,3,1,3,1,3,3,1	1
1169000.0	-2147483648	3	1.0	5.0	2023-04-14 18:39:13+02:00	2460048.5	15	13	0,6,1,4,20,69,13,24,6,12,23,5	1,3,3,1,3,1,3,1,3,3,1,3	1
1169000.0	-2147483648	3	1.0	5.0	2023-05-13 22:55:12+02:00	2460077.5	29	14	0,6,1,4,20,69,13,24,6,12,23,5,15	1,3,3,1,3,1,3,1,3,3,1,3,3	1
1169000.0	-2147483648	3	1.0	5.0	2023-07-08 21:18:55+02:00	2460133.5	56	15	0,6,1,4,20,69,13,24,6,12,23,5,15,29	1,3,3,1,3,1,3,1,3,3,1,3,3,3	1
1169000.0	-2147483648	3	1.0	5.0	2023-10-24 19:33:10+02:00	2460241.5	108	16	0,6,1,4,20,69,13,24,6,12,23,5,15,29,56	1,3,3,1,3,1,3,1,3,3,1,3,3,3,3	1
1169090.0	-2147483648	1	1.0	5.0	2022-09-05 17:13:14+02:00	2459827.5	0	1			0
1169090.0	-2147483648	3	1.0	5.0	2022-09-08 11:52:33+02:00	2459830.5	3	2	0	1	1
1169090.0	-2147483648	3	1.0	5.0	2022-09-17 20:20:40+02:00	2459839.5	9	3	0,3	1,3	1
1169090.0	-2147483648	3	1.0	5.0	2022-10-18 17:38:23+02:00	2459870.5	31	4	0,3,9	1,3,3	1
1169090.0	-2147483648	3	1.0	5.0	2023-01-29 14:56:08+01:00	2459973.5	103	5	0,3,9,31	1,3,3,3	1
1169350.0	-2147483648	1	1.0	5.0	2022-12-24 17:31:32+01:00	2459937.5	0	1			0
1169350.0	-2147483648	3	1.0	5.0	2022-12-27 16:52:35+01:00	2459940.5	3	2	0	1	1
1169350.0	-2147483648	1	1.0	5.0	2023-01-09 13:25:45+01:00	2459953.5	13	3	0,3	1,3	0
1169350.0	-2147483648	3	1.0	5.0	2023-01-10 08:08:34+01:00	2459954.5	1	4	0,3,13	1,3,1	1
1169350.0	-2147483648	3	1.0	5.0	2023-01-17 00:19:06+01:00	2459960.5	6	5	0,3,13,1	1,3,1,3	1
1169350.0	-2147483648	1	1.0	5.0	2023-02-15 01:08:01+01:00	2459990.5	30	6	0,3,13,1,6	1,3,1,3,3	0
1169350.0	-2147483648	3	1.0	5.0	2023-02-19 22:31:11+01:00	2459994.5	4	7	0,3,13,1,6,30	1,3,1,3,3,1	1
1169350.0	-2147483648	3	1.0	5.0	2023-03-05 01:51:16+01:00	2460008.5	14	8	0,3,13,1,6,30,4	1,3,1,3,3,1,3	1
1169350.0	-2147483648	1	1.0	5.0	2023-04-06 00:17:41+02:00	2460039.5	31	9	0,3,13,1,6,30,4,14	1,3,1,3,3,1,3,3	0
1169350.0	-2147483648	3	1.0	5.0	2023-04-14 18:53:59+02:00	2460048.5	9	10	0,3,13,1,6,30,4,14,31	1,3,1,3,3,1,3,3,1	1
1169350.0	-2147483648	3	1.0	5.0	2023-05-21 01:58:06+02:00	2460085.5	37	11	0,3,13,1,6,30,4,14,31,9	1,3,1,3,3,1,3,3,1,3	1
1169350.0	-2147483648	1	1.0	5.0	2023-06-01 00:45:42+02:00	2460095.5	10	12	0,3,13,1,6,30,4,14,31,9,37	1,3,1,3,3,1,3,3,1,3,3	0
1169350.0	-2147483648	3	1.0	5.0	2023-06-01 09:24:18+02:00	2460096.5	1	13	0,3,13,1,6,30,4,14,31,9,37,10	1,3,1,3,3,1,3,3,1,3,3,1	1
1169350.0	-2147483648	3	1.0	5.0	2023-06-08 11:02:06+02:00	2460103.5	7	14	0,3,13,1,6,30,4,14,31,9,37,10,1	1,3,1,3,3,1,3,3,1,3,3,1,3	1
1169350.0	-2147483648	3	1.0	5.0	2023-07-12 04:20:41+02:00	2460137.5	34	15	0,3,13,1,6,30,4,14,31,9,37,10,1,7	1,3,1,3,3,1,3,3,1,3,3,1,3,3	1
1169350.0	-2147483648	3	1.0	5.0	2023-11-01 23:40:21+01:00	2460249.5	112	16	0,3,13,1,6,30,4,14,31,9,37,10,1,7,34	1,3,1,3,3,1,3,3,1,3,3,1,3,3,3	1
1169450.0	-2147483648	1	1.0	5.0	2022-09-11 00:42:19+02:00	2459832.5	0	1			0
1169450.0	-2147483648	3	1.0	5.0	2022-09-11 13:52:38+02:00	2459833.5	1	2	0	1	1
1169450.0	-2147483648	3	1.0	5.0	2022-09-13 21:42:39+02:00	2459835.5	2	3	0,1	1,3	1
1169450.0	-2147483648	3	1.0	5.0	2022-09-22 22:44:18+02:00	2459844.5	9	4	0,1,2	1,3,3	1
1169450.0	-2147483648	1	1.0	5.0	2022-10-25 00:56:18+02:00	2459876.5	32	5	0,1,2,9	1,3,3,3	0
1169450.0	-2147483648	3	1.0	5.0	2022-10-29 06:23:15+02:00	2459881.5	5	6	0,1,2,9,32	1,3,3,3,1	1
1169450.0	-2147483648	3	1.0	5.0	2022-11-03 06:38:53+01:00	2459886.5	5	7	0,1,2,9,32,5	1,3,3,3,1,3	1
1169450.0	-2147483648	1	1.0	5.0	2022-11-17 02:40:07+01:00	2459900.5	14	8	0,1,2,9,32,5,5	1,3,3,3,1,3,3	0
1169450.0	-2147483648	3	1.0	5.0	2022-11-23 01:47:15+01:00	2459906.5	6	9	0,1,2,9,32,5,5,14	1,3,3,3,1,3,3,1	1
1169450.0	-2147483648	3	1.0	5.0	2022-12-08 00:40:33+01:00	2459920.5	14	10	0,1,2,9,32,5,5,14,6	1,3,3,3,1,3,3,1,3	1
1169450.0	-2147483648	3	1.0	5.0	2023-01-12 00:11:54+01:00	2459955.5	35	11	0,1,2,9,32,5,5,14,6,14	1,3,3,3,1,3,3,1,3,3	1
1169450.0	-2147483648	3	1.0	5.0	2023-04-04 00:08:12+02:00	2460037.5	82	12	0,1,2,9,32,5,5,14,6,14,35	1,3,3,3,1,3,3,1,3,3,3	1
1169450.0	-2147483648	3	1.0	5.0	2023-10-08 23:51:08+02:00	2460225.5	188	13	0,1,2,9,32,5,5,14,6,14,35,82	1,3,3,3,1,3,3,1,3,3,3,3	1
1171060.0	-2147483648	3	1.0	5.0	2022-12-27 23:51:12+01:00	2459940.5	0	1			1
1171060.0	-2147483648	3	1.0	5.0	2023-01-05 17:38:21+01:00	2459949.5	9	2	0	3	1
1171060.0	-2147483648	3	1.0	5.0	2023-02-03 18:53:03+01:00	2459978.5	29	3	0,9	3,3	1
1171060.0	-2147483648	3	1.0	5.0	2023-05-11 01:33:08+02:00	2460075.5	97	4	0,9,29	3,3,3	1
1171300.0	-2147483648	2	1.0	5.0	2022-10-29 09:32:39+02:00	2459881.5	0	1			1
1171300.0	-2147483648	2	1.0	5.0	2022-11-05 23:23:46+01:00	2459888.5	7	2	0	2	1
1171300.0	-2147483648	3	1.0	5.0	2022-11-23 01:38:17+01:00	2459906.5	18	3	0,7	2,2	1
1171300.0	-2147483648	3	1.0	5.0	2023-01-18 00:32:12+01:00	2459961.5	55	4	0,7,18	2,2,3	1
1171300.0	-2147483648	3	1.0	5.0	2023-07-18 00:19:15+02:00	2460142.5	181	5	0,7,18,55	2,2,3,3	1
1171680.0	-2147483648	3	1.0	5.0	2023-03-14 02:40:20+01:00	2460017.5	0	1			1
1171680.0	-2147483648	3	1.0	5.0	2023-03-22 23:55:26+01:00	2460025.5	8	2	0	3	1
1171680.0	-2147483648	1	1.0	5.0	2023-04-21 11:35:48+02:00	2460055.5	30	3	0,8	3,3	0
1171680.0	-2147483648	3	1.0	5.0	2023-04-27 01:54:22+02:00	2460061.5	6	4	0,8,30	3,3,1	1
1171680.0	-2147483648	3	1.0	5.0	2023-05-14 00:28:04+02:00	2460077.5	16	5	0,8,30,6	3,3,1,3	1
1171680.0	-2147483648	3	1.0	5.0	2023-06-29 02:42:34+02:00	2460124.5	47	6	0,8,30,6,16	3,3,1,3,3	1
1171680.0	-2147483648	3	1.0	5.0	2023-10-27 01:39:25+02:00	2460244.5	120	7	0,8,30,6,16,47	3,3,1,3,3,3	1
1171890.0	-2147483648	1	1.0	5.0	2023-04-02 23:52:01+02:00	2460036.5	0	1			0
1171890.0	-2147483648	1	1.0	5.0	2023-04-04 00:28:55+02:00	2460037.5	1	2	0	1	0
1171890.0	-2147483648	1	1.0	5.0	2023-04-08 00:37:10+02:00	2460041.5	4	3	0,1	1,1	0
1171890.0	-2147483648	3	1.0	5.0	2023-04-11 17:41:03+02:00	2460045.5	4	4	0,1,4	1,1,1	1
1171890.0	-2147483648	3	1.0	5.0	2023-04-20 08:01:39+02:00	2460054.5	9	5	0,1,4,4	1,1,1,3	1
1171890.0	-2147483648	1	1.0	5.0	2023-05-15 02:51:41+02:00	2460079.5	25	6	0,1,4,4,9	1,1,1,3,3	0
1171890.0	-2147483648	3	1.0	5.0	2023-05-21 01:35:44+02:00	2460085.5	6	7	0,1,4,4,9,25	1,1,1,3,3,1	1
1171890.0	-2147483648	3	1.0	5.0	2023-06-02 11:03:20+02:00	2460097.5	12	8	0,1,4,4,9,25,6	1,1,1,3,3,1,3	1
1171890.0	-2147483648	3	1.0	5.0	2023-06-29 23:38:44+02:00	2460124.5	27	9	0,1,4,4,9,25,6,12	1,1,1,3,3,1,3,3	1
1171890.0	-2147483648	3	1.0	5.0	2023-08-26 12:58:47+02:00	2460182.5	58	10	0,1,4,4,9,25,6,12,27	1,1,1,3,3,1,3,3,3	1
1172610.0	-2147483648	1	1.0	5.0	2023-03-19 22:36:27+01:00	2460022.5	0	1			0
1172610.0	-2147483648	3	1.0	5.0	2023-03-20 23:49:04+01:00	2460023.5	1	2	0	1	1
1172610.0	-2147483648	1	1.0	5.0	2023-03-25 01:09:58+01:00	2460028.5	5	3	0,1	1,3	0
1172610.0	-2147483648	3	1.0	5.0	2023-03-31 01:22:21+02:00	2460034.5	6	4	0,1,5	1,3,1	1
1172610.0	-2147483648	3	1.0	5.0	2023-04-13 20:33:59+02:00	2460047.5	13	5	0,1,5,6	1,3,1,3	1
1172610.0	-2147483648	1	1.0	5.0	2023-05-21 01:15:56+02:00	2460085.5	38	6	0,1,5,6,13	1,3,1,3,3	0
1172610.0	-2147483648	3	1.0	5.0	2023-05-31 23:48:08+02:00	2460095.5	10	7	0,1,5,6,13,38	1,3,1,3,3,1	1
1172610.0	-2147483648	1	1.0	5.0	2023-07-04 20:42:51+02:00	2460129.5	34	8	0,1,5,6,13,38,10	1,3,1,3,3,1,3	0
1172610.0	-2147483648	3	1.0	5.0	2023-07-10 00:43:11+02:00	2460134.5	5	9	0,1,5,6,13,38,10,34	1,3,1,3,3,1,3,1	1
1172610.0	-2147483648	3	1.0	5.0	2023-07-23 06:22:20+02:00	2460148.5	14	10	0,1,5,6,13,38,10,34,5	1,3,1,3,3,1,3,1,3	1
1172610.0	-2147483648	3	1.0	5.0	2023-08-21 14:43:21+02:00	2460177.5	29	11	0,1,5,6,13,38,10,34,5,14	1,3,1,3,3,1,3,1,3,3	1
1172610.0	-2147483648	3	1.0	5.0	2023-10-23 21:27:14+02:00	2460240.5	63	12	0,1,5,6,13,38,10,34,5,14,29	1,3,1,3,3,1,3,1,3,3,3	1
1173030.0	-2147483648	3	1.0	5.0	2022-08-19 17:48:22+02:00	2459810.5	0	1			1
1173030.0	-2147483648	3	1.0	5.0	2022-08-26 22:02:49+02:00	2459817.5	7	2	0	3	1
1173030.0	-2147483648	1	1.0	5.0	2022-09-20 17:41:52+02:00	2459842.5	25	3	0,7	3,3	0
1173030.0	-2147483648	3	1.0	5.0	2022-09-30 00:38:55+02:00	2459851.5	9	4	0,7,25	3,3,1	1
1173030.0	-2147483648	3	1.0	5.0	2022-10-21 18:13:53+02:00	2459873.5	22	5	0,7,25,9	3,3,1,3	1
1173030.0	-2147483648	2	1.0	5.0	2022-12-11 03:26:52+01:00	2459924.5	51	6	0,7,25,9,22	3,3,1,3,3	1
1173030.0	-2147483648	3	1.0	5.0	2023-02-23 00:17:35+01:00	2459997.5	73	7	0,7,25,9,22,51	3,3,1,3,3,2	1
1173030.0	-2147483648	3	1.0	5.0	2023-08-10 15:26:36+02:00	2460166.5	169	8	0,7,25,9,22,51,73	3,3,1,3,3,2,3	1
1173340.0	-2147483648	1	1.0	5.0	2022-10-29 12:31:42+02:00	2459881.5	0	1			0
1173340.0	-2147483648	3	1.0	5.0	2022-11-01 14:14:11+01:00	2459884.5	3	2	0	1	1
1173340.0	-2147483648	3	1.0	5.0	2022-11-11 16:28:12+01:00	2459894.5	10	3	0,3	1,3	1
1173340.0	-2147483648	3	1.0	5.0	2022-12-15 16:29:33+01:00	2459928.5	34	4	0,3,10	1,3,3	1
1173340.0	-2147483648	2	1.0	5.0	2023-04-07 15:37:23+02:00	2460041.5	113	5	0,3,10,34	1,3,3,3	1
1173340.0	-2147483648	3	1.0	5.0	2023-10-29 18:42:17+01:00	2460246.5	205	6	0,3,10,34,113	1,3,3,3,2	1
1173430.0	-2147483648	1	1.0	5.0	2023-06-27 02:33:35+02:00	2460122.5	0	1			0
1173430.0	-2147483648	3	1.0	5.0	2023-06-29 23:35:07+02:00	2460124.5	2	2	0	1	1
1173430.0	-2147483648	3	1.0	5.0	2023-07-10 00:35:30+02:00	2460134.5	10	3	0,2	1,3	1
1173430.0	-2147483648	3	1.0	5.0	2023-08-12 13:31:55+02:00	2460168.5	34	4	0,2,10	1,3,3	1
1173430.0	-2147483648	3	1.0	5.0	2023-12-01 13:30:48+01:00	2460279.5	111	5	0,2,10,34	1,3,3,3	1
1173800.0	-2147483648	3	1.0	5.0	2022-12-13 13:22:17+01:00	2459926.5	0	1			1
1173800.0	-2147483648	3	1.0	5.0	2022-12-22 20:49:12+01:00	2459935.5	9	2	0	3	1
1173800.0	-2147483648	3	1.0	5.0	2023-01-23 01:05:25+01:00	2459967.5	32	3	0,9	3,3	1
1173800.0	-2147483648	3	1.0	5.0	2023-05-13 23:41:59+02:00	2460077.5	110	4	0,9,32	3,3,3	1
1173990.0	-2147483648	1	1.0	5.0	2023-06-28 01:35:40+02:00	2460123.5	0	1			0
1173990.0	-2147483648	1	1.0	5.0	2023-06-29 23:26:25+02:00	2460124.5	1	2	0	1	0
1173990.0	-2147483648	1	1.0	5.0	2023-07-03 13:57:13+02:00	2460128.5	4	3	0,1	1,1	0
1173990.0	-2147483648	1	1.0	5.0	2023-07-05 01:17:31+02:00	2460130.5	2	4	0,1,4	1,1,1	0
1173990.0	-2147483648	1	1.0	5.0	2023-07-09 18:29:35+02:00	2460134.5	4	5	0,1,4,2	1,1,1,1	0
1173990.0	-2147483648	1	1.0	5.0	2023-07-14 18:09:34+02:00	2460139.5	5	6	0,1,4,2,4	1,1,1,1,1	0
1173990.0	-2147483648	1	1.0	5.0	2023-07-19 03:33:53+02:00	2460144.5	5	7	0,1,4,2,4,5	1,1,1,1,1,1	0
1173990.0	-2147483648	3	1.0	5.0	2023-07-23 05:58:50+02:00	2460148.5	4	8	0,1,4,2,4,5,5	1,1,1,1,1,1,1	1
1173990.0	-2147483648	3	1.0	5.0	2023-08-01 07:14:14+02:00	2460157.5	9	9	0,1,4,2,4,5,5,4	1,1,1,1,1,1,1,3	1
1173990.0	-2147483648	2	1.0	5.0	2023-08-19 19:39:13+02:00	2460175.5	18	10	0,1,4,2,4,5,5,4,9	1,1,1,1,1,1,1,3,3	1
1173990.0	-2147483648	3	1.0	5.0	2023-10-06 20:50:05+02:00	2460223.5	48	11	0,1,4,2,4,5,5,4,9,18	1,1,1,1,1,1,1,3,3,2	1
1174070.0	-2147483648	4	1.0	5.0	2022-11-01 22:16:17+01:00	2459884.5	0	1			1
1174070.0	-2147483648	3	1.0	5.0	2022-11-20 01:10:29+01:00	2459903.5	19	2	0	4	1
1174070.0	-2147483648	3	1.0	5.0	2023-01-27 22:50:40+01:00	2459971.5	68	3	0,19	4,3	1
1174070.0	-2147483648	3	1.0	5.0	2023-09-13 15:39:10+02:00	2460200.5	229	4	0,19,68	4,3,3	1
1174680.0	-2147483648	1	1.0	5.0	2023-03-02 17:12:33+01:00	2460005.5	0	1			0
1174680.0	-2147483648	1	1.0	5.0	2023-03-03 04:38:38+01:00	2460006.5	1	2	0	1	0
1174680.0	-2147483648	3	1.0	5.0	2023-03-06 02:59:38+01:00	2460009.5	3	3	0,1	1,1	1
1174680.0	-2147483648	1	1.0	5.0	2023-03-17 01:20:28+01:00	2460020.5	11	4	0,1,3	1,1,3	0
1174680.0	-2147483648	3	1.0	5.0	2023-03-22 00:58:12+01:00	2460024.5	4	5	0,1,3,11	1,1,3,1	1
1174680.0	-2147483648	3	1.0	5.0	2023-04-04 21:56:35+02:00	2460038.5	14	6	0,1,3,11,4	1,1,3,1,3	1
1174680.0	-2147483648	3	1.0	5.0	2023-05-11 01:25:30+02:00	2460075.5	37	7	0,1,3,11,4,14	1,1,3,1,3,3	1
1174680.0	-2147483648	3	1.0	5.0	2023-08-11 13:37:52+02:00	2460167.5	92	8	0,1,3,11,4,14,37	1,1,3,1,3,3,3	1
1175030.0	-2147483648	1	1.0	5.0	2022-08-31 02:54:44+02:00	2459822.5	0	1			0
1175030.0	-2147483648	3	1.0	5.0	2022-09-02 17:02:45+02:00	2459824.5	2	2	0	1	1
1175030.0	-2147483648	3	1.0	5.0	2022-09-08 17:40:23+02:00	2459830.5	6	3	0,2	1,3	1
1175030.0	-2147483648	2	1.0	5.0	2022-09-30 00:55:33+02:00	2459851.5	21	4	0,2,6	1,3,3	1
1175030.0	-2147483648	3	1.0	5.0	2022-11-09 02:28:36+01:00	2459892.5	41	5	0,2,6,21	1,3,3,2	1
1175030.0	-2147483648	3	1.0	5.0	2023-03-20 09:08:45+01:00	2460023.5	131	6	0,2,6,21,41	1,3,3,2,3	1
1175170.0	-2147483648	3	1.0	5.0	2023-01-29 15:55:50+01:00	2459973.5	0	1			1
1175170.0	-2147483648	3	1.0	5.0	2023-02-09 16:48:18+01:00	2459984.5	11	2	0	3	1
1175170.0	-2147483648	3	1.0	5.0	2023-03-17 23:49:03+01:00	2460020.5	36	3	0,11	3,3	1
1175170.0	-2147483648	3	1.0	5.0	2023-07-17 04:31:21+02:00	2460142.5	122	4	0,11,36	3,3,3	1
1175300.0	-2147483648	2	1.0	5.0	2023-06-27 02:45:06+02:00	2460122.5	0	1			1
1175300.0	-2147483648	3	1.0	5.0	2023-07-04 19:28:40+02:00	2460129.5	7	2	0	2	1
1175300.0	-2147483648	3	1.0	5.0	2023-07-30 02:43:54+02:00	2460155.5	26	3	0,7	2,3	1
1175300.0	-2147483648	3	1.0	5.0	2023-10-19 21:03:11+02:00	2460236.5	81	4	0,7,26	2,3,3	1
1175420.0	-2147483648	1	1.0	5.0	2022-09-18 00:47:19+02:00	2459839.5	0	1			0
1175420.0	-2147483648	1	1.0	5.0	2022-09-18 18:20:09+02:00	2459840.5	1	2	0	1	0
1175420.0	-2147483648	1	1.0	5.0	2022-09-20 16:21:17+02:00	2459842.5	2	3	0,1	1,1	0
1175420.0	-2147483648	1	1.0	5.0	2022-09-23 19:36:54+02:00	2459845.5	3	4	0,1,2	1,1,1	0
1175420.0	-2147483648	1	1.0	5.0	2022-09-25 00:24:15+02:00	2459846.5	1	5	0,1,2,3	1,1,1,1	0
1175420.0	-2147483648	3	1.0	5.0	2022-09-25 23:23:52+02:00	2459847.5	1	6	0,1,2,3,1	1,1,1,1,1	1
1175420.0	-2147483648	1	1.0	5.0	2022-09-30 18:35:49+02:00	2459852.5	5	7	0,1,2,3,1,1	1,1,1,1,1,3	0
1175420.0	-2147483648	2	1.0	5.0	2022-10-03 13:25:35+02:00	2459855.5	3	8	0,1,2,3,1,1,5	1,1,1,1,1,3,1	1
1175420.0	-2147483648	1	1.0	5.0	2022-10-29 05:41:02+02:00	2459881.5	26	9	0,1,2,3,1,1,5,3	1,1,1,1,1,3,1,2	0
1175420.0	-2147483648	3	1.0	5.0	2022-10-31 20:25:34+01:00	2459883.5	2	10	0,1,2,3,1,1,5,3,26	1,1,1,1,1,3,1,2,1	1
1175420.0	-2147483648	2	1.0	5.0	2022-11-07 01:22:08+01:00	2459890.5	7	11	0,1,2,3,1,1,5,3,26,2	1,1,1,1,1,3,1,2,1,3	1
1175420.0	-2147483648	3	1.0	5.0	2022-11-20 01:16:00+01:00	2459903.5	13	12	0,1,2,3,1,1,5,3,26,2,7	1,1,1,1,1,3,1,2,1,3,2	1
1175420.0	-2147483648	3	1.0	5.0	2022-12-16 20:08:56+01:00	2459929.5	26	13	0,1,2,3,1,1,5,3,26,2,7,13	1,1,1,1,1,3,1,2,1,3,2,3	1
1175420.0	-2147483648	1	1.0	5.0	2023-01-29 15:22:38+01:00	2459973.5	44	14	0,1,2,3,1,1,5,3,26,2,7,13,26	1,1,1,1,1,3,1,2,1,3,2,3,3	0
1175420.0	-2147483648	3	1.0	5.0	2023-02-16 03:08:57+01:00	2459991.5	18	15	0,1,2,3,1,1,5,3,26,2,7,13,26,44	1,1,1,1,1,3,1,2,1,3,2,3,3,1	1
1175420.0	-2147483648	1	1.0	5.0	2023-03-20 23:53:16+01:00	2460023.5	32	16	0,1,2,3,1,1,5,3,26,2,7,13,26,44,18	1,1,1,1,1,3,1,2,1,3,2,3,3,1,3	0
1175420.0	-2147483648	1	1.0	5.0	2023-03-31 20:06:51+02:00	2460034.5	11	17	0,1,2,3,1,1,5,3,26,2,7,13,26,44,18,32	1,1,1,1,1,3,1,2,1,3,2,3,3,1,3,1	0
1175420.0	-2147483648	1	1.0	5.0	2023-04-08 00:30:07+02:00	2460041.5	7	18	0,1,2,3,1,1,5,3,26,2,7,13,26,44,18,32,11	1,1,1,1,1,3,1,2,1,3,2,3,3,1,3,1,1	0
